League,Team,TriggerScore,TriggerRole,SampleSize,NextWin_Pct,NextLoss_Pct,NextDraw_Pct,NextOver15_Pct,NextOver25_Pct,NextGG_Pct,NextHomeScore_Pct,NextAwayScore_Pct,Hits_NextWin,Hits_NextLoss,Hits_NextDraw,Hits_NextOver15,Hits_NextOver25,Hits_NextGG,Hits_NextHomeScore,Hits_NextAwayScore
England - Virtual,BUR,3:1,Away,4,25,25,50,75,25,75,75,100,1,1,2,3,1,3,3,4
England - Virtual,LIV,4:1,Home,4,25,25,50,75,50,75,75,75,1,1,2,3,2,3,3,3
England - Virtual,FOR,4:1,Home,4,50,50,0,75,75,75,100,75,2,2,0,3,3,3,4,3
England - Virtual,MUN,4:1,Home,4,75,25,0,100,100,75,100,75,3,1,0,4,4,3,4,3
England - Virtual,NEW,4:1,Home,4,25,75,0,100,100,75,75,100,1,3,0,4,4,3,3,4
England - Virtual,EVE,4:1,Home,4,0,25,75,75,50,75,75,75,0,1,3,3,2,3,3,3
England - Virtual,BUR,4:1,Away,4,50,25,25,75,50,50,100,50,2,1,1,3,2,2,4,2
England - Virtual,WHU,4:1,Away,4,0,75,25,25,25,25,75,25,0,3,1,1,1,1,3,1
England - Virtual,CHE,4:1,Away,4,100,0,0,75,50,50,50,100,4,0,0,3,2,2,2,4
England - Virtual,CRY,2:2,Away,4,25,50,25,50,25,50,75,75,1,2,1,2,1,2,3,3
England - Virtual,NEW,5:0,Away,4,50,50,0,75,75,25,75,50,2,2,0,3,3,1,3,2
England - Virtual,FUL,2:3,Away,4,50,0,50,50,25,50,50,75,2,0,2,2,1,2,2,3
England - Virtual,MCI,2:3,Away,4,0,50,50,50,25,50,100,50,0,2,2,2,1,2,4,2
England - Virtual,MUN,2:3,Away,4,25,50,25,75,75,50,50,75,1,2,1,3,3,2,2,3
England - Virtual,NEW,2:3,Away,4,50,50,0,100,75,25,50,75,2,2,0,4,3,1,2,3
England - Virtual,EVE,2:3,Away,4,25,50,25,50,50,50,75,75,1,2,1,2,2,2,3,3
England - Virtual,FUL,2:3,Home,4,25,75,0,100,100,100,100,100,1,3,0,4,4,4,4,4
England - Virtual,BUR,2:3,Home,4,50,50,0,50,50,50,75,75,2,2,0,2,2,2,3,3
England - Virtual,BOU,2:3,Home,4,50,0,50,100,50,75,100,75,2,0,2,4,2,3,4,3
England - Virtual,LIV,4:3,Home,4,0,50,50,100,50,100,100,100,0,2,2,4,2,4,4,4
England - Virtual,BHA,0:4,Home,4,50,0,50,50,50,50,50,50,2,0,2,2,2,2,2,2
England - Virtual,BRE,0:4,Home,4,50,25,25,100,75,50,75,75,2,1,1,4,3,2,3,3
England - Virtual,BOU,0:4,Home,4,25,50,25,100,100,75,75,100,1,2,1,4,4,3,3,4
England - Virtual,CRY,0:0,Home,4,75,0,25,50,50,50,100,50,3,0,1,2,2,2,4,2
England - Virtual,FOR,0:0,Away,4,50,25,25,100,50,75,75,100,2,1,1,4,2,3,3,4
England - Virtual,WHU,0:3,Away,4,0,75,25,25,25,0,50,25,0,3,1,1,1,0,2,1
England - Virtual,ARS,0:3,Away,4,50,25,25,75,0,25,50,75,2,1,1,3,0,1,2,3
England - Virtual,BOU,0:3,Away,4,25,25,50,75,50,50,75,50,1,1,2,3,2,2,3,2
England - Virtual,LIV,0:3,Home,4,50,0,50,100,50,75,100,75,2,0,2,4,2,3,4,3
England - Virtual,NEW,0:3,Home,4,75,25,0,100,75,50,75,75,3,1,0,4,3,2,3,3
England - Virtual,LEE,0:2,Away,4,50,25,25,75,50,50,75,50,2,1,1,3,2,2,3,2
England - Virtual,NEW,0:2,Away,4,75,0,25,75,75,75,75,100,3,0,1,3,3,3,3,4
England - Virtual,LIV,0:2,Home,4,100,0,0,25,0,0,50,50,4,0,0,1,0,0,2,2
England - Virtual,CHE,0:2,Home,4,25,75,0,100,100,100,100,100,1,3,0,4,4,4,4,4
England - Virtual,LIV,1:3,Away,4,50,50,0,75,75,75,100,75,2,2,0,3,3,3,4,3
England - Virtual,FUL,1:3,Away,4,0,100,0,75,50,50,100,50,0,4,0,3,2,2,4,2
England - Virtual,EVE,1:3,Away,4,50,50,0,75,50,50,75,75,2,2,0,3,2,2,3,3
England - Virtual,BUR,1:3,Home,4,25,50,25,50,50,25,75,50,1,2,1,2,2,1,3,2
England - Virtual,NEW,1:3,Home,4,50,50,0,75,25,0,50,50,2,2,0,3,1,0,2,2
England - Virtual,BHA,4:2,Home,4,50,25,25,75,25,25,75,50,2,1,1,3,1,1,3,2
England - Virtual,FUL,4:2,Home,4,50,25,25,75,50,75,75,100,2,1,1,3,2,3,3,4
England - Virtual,MUN,4:2,Away,4,75,0,25,100,100,50,50,100,3,0,1,4,4,2,2,4
England - Virtual,AST,5:1,Home,4,25,50,25,50,50,50,50,75,1,2,1,2,2,2,2,3
England - Virtual,FUL,4:0,Away,4,0,75,25,50,50,50,75,50,0,3,1,2,2,2,3,2
England - Virtual,WHU,4:0,Away,4,0,75,25,100,75,75,100,75,0,3,1,4,3,3,4,3
England - Virtual,CRY,4:0,Away,4,25,75,0,25,25,0,50,50,1,3,0,1,1,0,2,2
England - Virtual,TOT,4:0,Away,4,0,75,25,100,75,75,100,75,0,3,1,4,3,3,4,3
England - Virtual,LIV,4:0,Home,4,50,25,25,100,75,75,100,75,2,1,1,4,3,3,4,3
England - Virtual,CRY,4:0,Home,4,50,25,25,100,50,50,100,50,2,1,1,4,2,2,4,2
England - Virtual,TOT,4:0,Home,4,50,25,25,75,25,50,75,75,2,1,1,3,1,2,3,3
England - Virtual,WOL,2:4,Home,4,0,75,25,75,25,50,75,75,0,3,1,3,1,2,3,3
England - Virtual,LEE,2:4,Away,4,25,50,25,100,100,100,100,100,1,2,1,4,4,4,4,4
Spain - Virtual,SEV,4:0,Away,4,50,0,50,75,25,75,75,100,2,0,2,3,1,3,3,4
Spain - Virtual,GIR,4:0,Home,4,0,50,50,75,50,50,50,100,0,2,2,3,2,2,2,4
Spain - Virtual,BIL,0:3,Away,4,0,25,75,75,25,75,75,75,0,1,3,3,1,3,3,3
Spain - Virtual,ELC,0:3,Away,4,0,50,50,75,25,25,75,25,0,2,2,3,1,1,3,1
Spain - Virtual,MAL,0:3,Away,4,25,75,0,50,25,25,75,50,1,3,0,2,1,1,3,2
Spain - Virtual,GIR,0:3,Away,4,50,0,50,50,0,0,0,50,2,0,2,2,0,0,0,2
Spain - Virtual,ALA,0:3,Home,4,50,0,50,75,25,25,75,25,2,0,2,3,1,1,3,1
Spain - Virtual,GET,0:3,Home,4,0,50,50,75,75,75,75,75,0,2,2,3,3,3,3,3
Spain - Virtual,OSA,0:3,Home,4,50,25,25,75,25,25,50,75,2,1,1,3,1,1,2,3
Spain - Virtual,ATM,0:3,Home,4,50,25,25,75,75,50,100,50,2,1,1,3,3,2,4,2
Spain - Virtual,RSO,0:3,Home,4,50,25,25,75,50,50,75,75,2,1,1,3,2,2,3,3
Spain - Virtual,VCF,0:3,Home,4,25,50,25,75,25,50,100,50,1,2,1,3,1,2,4,2
Spain - Virtual,OVI,2:2,Home,4,25,50,25,75,50,75,100,75,1,2,1,3,2,3,4,3
Spain - Virtual,RMA,2:2,Home,4,50,25,25,75,50,50,100,50,2,1,1,3,2,2,4,2
Spain - Virtual,VIL,2:2,Home,4,25,50,25,25,25,0,0,75,1,2,1,1,1,0,0,3
Spain - Virtual,ELC,0:2,Away,4,50,50,0,75,75,75,75,100,2,2,0,3,3,3,3,4
Spain - Virtual,ESP,4:1,Home,4,50,25,25,75,50,75,75,100,2,1,1,3,2,3,3,4
Spain - Virtual,RMA,4:1,Home,4,50,50,0,100,75,50,50,100,2,2,0,4,3,2,2,4
Spain - Virtual,ESP,4:1,Away,4,25,50,25,75,50,0,50,25,1,2,1,3,2,0,2,1
Spain - Virtual,ESP,3:1,Home,4,25,75,0,75,25,25,25,100,1,3,0,3,1,1,1,4
Spain - Virtual,GET,3:1,Home,4,50,25,25,100,75,100,100,100,2,1,1,4,3,4,4,4
Spain - Virtual,MAL,3:1,Home,4,50,0,50,75,25,75,100,75,2,0,2,3,1,3,4,3
Spain - Virtual,OSA,3:1,Away,4,0,50,50,75,75,75,75,75,0,2,2,3,3,3,3,3
Spain - Virtual,RAY,3:1,Away,4,0,75,25,50,25,25,100,25,0,3,1,2,1,1,4,1
Spain - Virtual,ATM,3:1,Away,4,0,25,75,50,25,50,50,50,0,1,3,2,1,2,2,2
Spain - Virtual,RSO,3:1,Away,4,0,50,50,0,0,0,50,0,0,2,2,0,0,0,2,0
Spain - Virtual,BIL,3:0,Away,4,0,75,25,75,25,50,100,50,0,3,1,3,1,2,4,2
Spain - Virtual,OVI,3:0,Away,4,25,50,25,75,75,75,100,75,1,2,1,3,3,3,4,3
Spain - Virtual,OVI,2:3,Home,4,50,0,50,50,0,50,100,50,2,0,2,2,0,2,4,2
Spain - Virtual,SEV,2:3,Home,4,25,50,25,25,25,25,25,75,1,2,1,1,1,1,1,3
Spain - Virtual,MAL,2:3,Home,4,50,50,0,50,0,0,25,75,2,2,0,2,0,0,1,3
Spain - Virtual,GET,1:3,Home,4,100,0,0,50,25,25,75,50,4,0,0,2,1,1,3,2
Spain - Virtual,FCB,1:3,Home,4,100,0,0,100,100,75,100,75,4,0,0,4,4,3,4,3
Spain - Virtual,LEV,1:3,Home,4,50,0,50,50,0,25,50,50,2,0,2,2,0,1,2,2
Spain - Virtual,CEL,1:3,Home,4,25,50,25,50,25,50,75,75,1,2,1,2,1,2,3,3
Spain - Virtual,BIL,1:3,Away,4,25,50,25,50,50,25,75,25,1,2,1,2,2,1,3,1
Spain - Virtual,FCB,1:3,Away,4,50,25,25,50,50,50,75,50,2,1,1,2,2,2,3,2
Spain - Virtual,LEV,1:3,Away,4,0,50,50,75,25,25,75,25,0,2,2,3,1,1,3,1
Spain - Virtual,GIR,1:3,Away,4,0,100,0,75,75,75,100,75,0,4,0,3,3,3,4,3
Spain - Virtual,RMA,3:2,Away,4,50,0,50,50,25,50,75,50,2,0,2,2,1,2,3,2
Spain - Virtual,RSO,3:2,Away,4,25,25,50,75,25,50,75,50,1,1,2,3,1,2,3,2
Spain - Virtual,VIL,3:2,Away,4,25,50,25,50,25,25,50,50,1,2,1,2,1,1,2,2
Spain - Virtual,BIL,3:2,Home,4,50,50,0,75,50,0,100,0,2,2,0,3,2,0,4,0
Spain - Virtual,ELC,3:2,Home,4,50,50,0,75,50,50,50,100,2,2,0,3,2,2,2,4
Spain - Virtual,RMA,3:2,Home,4,100,0,0,100,100,75,100,75,4,0,0,4,4,3,4,3
Spain - Virtual,GIR,3:2,Home,4,25,50,25,50,25,50,75,75,1,2,1,2,1,2,3,3
Spain - Virtual,GET,1:4,Home,4,0,75,25,100,50,50,75,75,0,3,1,4,2,2,3,3
Italy - Virtual,GEN,3:1,Home,4,50,25,25,75,50,50,75,50,2,1,1,3,2,2,3,2
Italy - Virtual,CAG,3:1,Away,4,25,75,0,75,75,50,100,50,1,3,0,3,3,2,4,2
Italy - Virtual,LAZ,3:1,Away,4,50,25,25,75,25,50,75,75,2,1,1,3,1,2,3,3
Italy - Virtual,LAZ,3:0,Home,4,50,25,25,75,50,75,75,100,2,1,1,3,2,3,3,4
Italy - Virtual,GEN,3:0,Home,4,50,25,25,100,25,50,100,50,2,1,1,4,1,2,4,2
Italy - Virtual,TOR,3:0,Home,4,0,75,25,100,25,25,25,100,0,3,1,4,1,1,1,4
Italy - Virtual,ATA,3:0,Away,4,75,25,0,100,75,50,75,75,3,1,0,4,3,2,3,3
Italy - Virtual,BFC,3:0,Away,4,50,50,0,75,25,25,50,75,2,2,0,3,1,1,2,3
Italy - Virtual,NAP,3:0,Away,4,25,50,25,100,75,100,100,100,1,2,1,4,3,4,4,4
Italy - Virtual,VER,3:0,Away,4,0,50,50,50,0,50,100,50,0,2,2,2,0,2,4,2
Italy - Virtual,JUV,3:0,Away,4,25,25,50,50,0,50,75,75,1,1,2,2,0,2,3,3
Italy - Virtual,TOR,3:0,Away,4,0,50,50,75,50,75,75,75,0,2,2,3,2,3,3,3
Italy - Virtual,USC,3:0,Away,4,25,50,25,50,25,25,25,75,1,2,1,2,1,1,1,3
Italy - Virtual,UDI,2:3,Home,4,25,25,50,100,25,75,75,100,1,1,2,4,1,3,3,4
Italy - Virtual,BFC,2:3,Home,4,50,0,50,75,50,50,75,50,2,0,2,3,2,2,3,2
Italy - Virtual,ACM,2:3,Home,4,0,50,50,100,50,100,100,100,0,2,2,4,2,4,4,4
Italy - Virtual,VER,2:3,Home,4,75,25,0,75,75,75,100,75,3,1,0,3,3,3,4,3
Italy - Virtual,JUV,2:3,Home,4,50,25,25,75,75,50,75,50,2,1,1,3,3,2,3,2
Italy - Virtual,ROM,2:3,Home,4,25,25,50,50,25,25,50,50,1,1,2,2,1,1,2,2
Italy - Virtual,COM,2:3,Away,4,0,50,50,50,25,50,75,50,0,2,2,2,1,2,3,2
Italy - Virtual,ACM,2:3,Away,4,25,25,50,100,50,100,100,100,1,1,2,4,2,4,4,4
Italy - Virtual,VER,2:3,Away,4,25,75,0,50,50,25,75,50,1,3,0,2,2,1,3,2
Italy - Virtual,INT,2:2,Away,4,25,75,0,50,25,25,75,50,1,3,0,2,1,1,3,2
Italy - Virtual,LAZ,0:4,Away,4,50,50,0,50,50,50,75,75,2,2,0,2,2,2,3,3
Italy - Virtual,PAR,0:4,Away,4,25,25,50,50,25,50,75,75,1,1,2,2,1,2,3,3
Italy - Virtual,VER,0:4,Home,4,50,25,25,75,25,50,100,50,2,1,1,3,1,2,4,2
Italy - Virtual,JUV,1:3,Away,4,25,25,50,50,0,50,75,75,1,1,2,2,0,2,3,3
Italy - Virtual,GEN,1:3,Away,4,25,25,50,75,50,50,50,75,1,1,2,3,2,2,2,3
Italy - Virtual,UDI,1:3,Home,4,25,50,25,75,25,50,75,75,1,2,1,3,1,2,3,3
Italy - Virtual,CAG,1:3,Home,4,75,25,0,50,25,25,75,50,3,1,0,2,1,1,3,2
Italy - Virtual,GEN,1:3,Home,4,0,100,0,50,25,25,25,100,0,4,0,2,1,1,1,4
Italy - Virtual,NAP,3:2,Away,4,75,0,25,100,75,100,100,100,3,0,1,4,3,4,4,4
Italy - Virtual,INT,3:2,Away,4,50,25,25,75,25,50,100,50,2,1,1,3,1,2,4,2
Italy - Virtual,ACM,3:2,Away,4,50,50,0,100,75,50,75,75,2,2,0,4,3,2,3,3
Italy - Virtual,BFC,3:2,Home,4,50,25,25,50,0,0,50,25,2,1,1,2,0,0,2,1
Italy - Virtual,LAZ,3:2,Home,4,50,50,0,50,25,25,50,75,2,2,0,2,1,1,2,3
Italy - Virtual,NAP,0:3,Home,4,25,50,25,100,75,100,100,100,1,2,1,4,3,4,4,4
Italy - Virtual,COM,0:3,Home,4,0,100,0,100,100,75,75,100,0,4,0,4,4,3,3,4
Italy - Virtual,SAS,0:3,Home,4,75,25,0,50,25,25,75,50,3,1,0,2,1,1,3,2
Italy - Virtual,SAS,0:3,Away,4,0,100,0,100,100,100,100,100,0,4,0,4,4,4,4,4
Italy - Virtual,ACM,0:3,Away,4,0,25,75,50,25,50,50,50,0,1,3,2,1,2,2,2
Italy - Virtual,LEC,0:3,Away,4,50,50,0,50,50,25,50,75,2,2,0,2,2,1,2,3
Italy - Virtual,SAS,4:1,Away,4,50,25,25,75,50,25,75,25,2,1,1,3,2,1,3,1
Italy - Virtual,ACM,4:1,Away,4,25,75,0,100,50,50,75,75,1,3,0,4,2,2,3,3
Italy - Virtual,ACM,1:4,Away,4,75,25,0,25,25,0,25,75,3,1,0,1,1,0,1,3
Italy - Virtual,LAZ,4:0,Home,4,50,0,50,75,25,50,75,50,2,0,2,3,1,2,3,2
Italy - Virtual,PIS,4:0,Away,4,0,50,50,25,0,25,75,25,0,2,2,1,0,1,3,1
Italy - Virtual,FIO,4:2,Home,4,25,50,25,50,25,25,50,75,1,2,1,2,1,1,2,3
Italy - Virtual,INT,4:2,Home,4,75,0,25,75,50,25,75,25,3,0,1,3,2,1,3,1
Germany - Virtual,TSG,0:1,Away,4,50,50,0,100,75,50,100,50,2,2,0,4,3,2,4,2
Germany - Virtual,KOE,3:1,Away,4,25,75,0,50,25,25,50,75,1,3,0,2,1,1,2,3
Germany - Virtual,SCF,3:1,Away,4,50,25,25,100,50,50,75,75,2,1,1,4,2,2,3,3
Germany - Virtual,LEV,3:1,Away,4,100,0,0,100,100,75,75,100,4,0,0,4,4,3,3,4
Germany - Virtual,FCA,3:1,Home,4,50,25,25,100,100,75,75,100,2,1,1,4,4,3,3,4
Germany - Virtual,UNI,3:1,Home,4,25,25,50,100,75,75,100,75,1,1,2,4,3,3,4,3
Germany - Virtual,KOE,1:3,Home,4,0,25,75,50,0,50,50,75,0,1,3,2,0,2,2,3
Germany - Virtual,LEV,1:3,Home,4,25,25,50,50,0,50,75,75,1,1,2,2,0,2,3,3
Germany - Virtual,MAI,1:3,Away,4,25,25,50,100,75,100,100,100,1,1,2,4,3,4,4,4
Germany - Virtual,HSV,1:3,Away,4,25,50,25,75,50,75,100,75,1,2,1,3,2,3,4,3
Germany - Virtual,MAI,0:2,Away,4,0,0,100,50,25,50,50,50,0,0,4,2,1,2,2,2
Germany - Virtual,KOE,3:0,Away,4,25,75,0,100,50,50,100,50,1,3,0,4,2,2,4,2
Germany - Virtual,FCA,3:0,Away,4,25,25,50,100,25,75,75,100,1,1,2,4,1,3,3,4
Germany - Virtual,HSV,3:0,Home,4,50,50,0,50,25,25,75,50,2,2,0,2,1,1,3,2
Germany - Virtual,WOB,3:0,Home,4,50,50,0,75,25,0,50,50,2,2,0,3,1,0,2,2
Germany - Virtual,RBL,3:2,Home,4,25,50,25,75,75,50,75,75,1,2,1,3,3,2,3,3
Germany - Virtual,SCF,3:2,Home,4,50,50,0,75,75,50,50,100,2,2,0,3,3,2,2,4
Germany - Virtual,BMU,3:2,Home,4,25,25,50,100,25,50,75,75,1,1,2,4,1,2,3,3
Germany - Virtual,SVW,3:2,Home,4,50,0,50,50,25,25,75,25,2,0,2,2,1,1,3,1
Germany - Virtual,VFB,3:2,Home,4,50,0,50,100,50,75,75,100,2,0,2,4,2,3,3,4
Germany - Virtual,SGE,3:2,Home,4,50,50,0,75,75,25,75,50,2,2,0,3,3,1,3,2
Germany - Virtual,BMG,3:2,Away,4,50,25,25,75,50,25,50,50,2,1,1,3,2,1,2,2
Germany - Virtual,MAI,3:2,Away,4,50,50,0,75,75,50,75,75,2,2,0,3,3,2,3,3
Germany - Virtual,RBL,3:2,Away,4,50,25,25,75,50,75,75,100,2,1,1,3,2,3,3,4
Germany - Virtual,WOB,3:2,Away,4,50,25,25,75,25,25,50,50,2,1,1,3,1,1,2,2
Germany - Virtual,SGE,3:2,Away,4,25,75,0,25,25,25,75,50,1,3,0,1,1,1,3,2
Germany - Virtual,KOE,2:2,Home,4,25,25,50,50,50,25,50,50,1,1,2,2,2,1,2,2
Germany - Virtual,TSG,2:2,Home,4,25,50,25,75,50,50,75,75,1,2,1,3,2,2,3,3
Germany - Virtual,UNI,2:2,Home,4,75,0,25,75,25,50,100,50,3,0,1,3,1,2,4,2
Germany - Virtual,BVB,2:3,Away,4,100,0,0,75,75,50,50,100,4,0,0,3,3,2,2,4
Germany - Virtual,MAI,2:3,Away,4,50,25,25,75,50,50,100,50,2,1,1,3,2,2,4,2
Germany - Virtual,STP,2:3,Away,4,25,75,0,100,50,50,100,50,1,3,0,4,2,2,4,2
Germany - Virtual,LEV,2:3,Away,4,50,0,50,75,25,50,50,100,2,0,2,3,1,2,2,4
Germany - Virtual,WOB,2:3,Away,4,25,75,0,50,50,25,75,50,1,3,0,2,2,1,3,2
Germany - Virtual,BMG,2:3,Home,4,25,25,50,75,50,75,75,75,1,1,2,3,2,3,3,3
Germany - Virtual,RBL,2:3,Home,4,75,0,25,75,50,25,75,25,3,0,1,3,2,1,3,1
Germany - Virtual,SCF,2:3,Home,4,50,25,25,50,25,25,75,25,2,1,1,2,1,1,3,1
Germany - Virtual,UNI,2:3,Home,4,0,25,75,75,25,75,75,75,0,1,3,3,1,3,3,3
Germany - Virtual,SGE,2:3,Home,4,0,75,25,75,50,50,75,75,0,3,1,3,2,2,3,3
Germany - Virtual,SCF,4:1,Away,4,25,50,25,100,25,25,100,25,1,2,1,4,1,1,4,1
Germany - Virtual,STP,4:1,Away,4,75,0,25,100,75,100,100,100,3,0,1,4,3,4,4,4
Germany - Virtual,KOE,4:1,Home,4,50,50,0,75,50,25,75,50,2,2,0,3,2,1,3,2
Germany - Virtual,RBL,4:1,Home,4,25,75,0,100,100,100,100,100,1,3,0,4,4,4,4,4
Germany - Virtual,HDH,4:1,Home,4,50,25,25,100,75,100,100,100,2,1,1,4,3,4,4,4
Germany - Virtual,SVW,4:1,Home,4,75,0,25,50,0,25,75,50,3,0,1,2,0,1,3,2
Germany - Virtual,LEV,4:1,Home,4,50,0,50,50,50,25,25,50,2,0,2,2,2,1,1,2
Germany - Virtual,STP,0:3,Home,4,50,50,0,75,50,50,100,50,2,2,0,3,2,2,4,2
Germany - Virtual,UNI,0:3,Home,4,75,25,0,100,100,75,75,100,3,1,0,4,4,3,3,4
Germany - Virtual,HSV,0:3,Away,4,0,75,25,100,75,100,100,100,0,3,1,4,3,4,4,4
Germany - Virtual,STP,0:3,Away,4,25,25,50,75,25,50,75,50,1,1,2,3,1,2,3,2
Germany - Virtual,UNI,0:3,Away,4,0,50,50,50,25,50,75,50,0,2,2,2,1,2,3,2
Germany - Virtual,MAI,4:0,Away,4,50,50,0,100,100,75,75,100,2,2,0,4,4,3,3,4
Germany - Virtual,RBL,4:0,Home,4,75,25,0,75,75,75,100,75,3,1,0,3,3,3,4,3
Germany - Virtual,LEV,2:4,Away,4,100,0,0,75,75,50,50,100,4,0,0,3,3,2,2,4
Germany - Virtual,FCA,2:4,Home,4,75,0,25,50,25,50,75,75,3,0,1,2,1,2,3,3
Germany - Virtual,LEV,3:3,Away,4,50,50,0,100,75,75,100,75,2,2,0,4,3,3,4,3
Germany - Virtual,WOB,1:4,Home,4,25,25,50,75,50,75,75,75,1,1,2,3,2,3,3,3
Germany - Virtual,KOE,0:4,Home,4,50,50,0,75,75,75,75,100,2,2,0,3,3,3,3,4
Germany - Virtual,SCF,0:4,Home,4,25,25,50,25,0,25,25,75,1,1,2,1,0,1,1,3
Germany - Virtual,LEV,0:4,Away,4,25,75,0,75,50,50,100,50,1,3,0,3,2,2,4,2
Germany - Virtual,SCF,0:5,Home,4,25,50,25,25,25,25,50,50,1,2,1,1,1,1,2,2
France - Virtual,AUX,0:0,Home,4,100,0,0,75,75,75,100,75,4,0,0,3,3,3,4,3
France - Virtual,LOR,0:0,Away,4,50,50,0,50,50,50,75,75,2,2,0,2,2,2,3,3
France - Virtual,LEN,1:3,Away,4,75,25,0,100,75,75,100,75,3,1,0,4,3,3,4,3
France - Virtual,OLM,1:3,Away,4,50,25,25,75,25,50,75,75,2,1,1,3,1,2,3,3
France - Virtual,LIL,1:3,Away,4,0,50,50,75,25,25,75,25,0,2,2,3,1,1,3,1
France - Virtual,LEN,1:3,Home,4,50,25,25,100,75,75,100,75,2,1,1,4,3,3,4,3
France - Virtual,LOR,1:3,Home,4,75,25,0,100,100,100,100,100,3,1,0,4,4,4,4,4
France - Virtual,NCE,1:3,Home,4,75,0,25,75,75,50,75,75,3,0,1,3,3,2,3,3
France - Virtual,LIL,1:3,Home,4,25,75,0,50,50,50,50,100,1,3,0,2,2,2,2,4
France - Virtual,STR,1:3,Home,4,75,0,25,25,25,25,50,50,3,0,1,1,1,1,2,2
France - Virtual,AMO,3:1,Away,4,0,75,25,50,25,0,50,25,0,3,1,2,1,0,2,1
France - Virtual,NAN,3:1,Away,4,0,75,25,50,25,50,100,50,0,3,1,2,1,2,4,2
France - Virtual,LIL,3:1,Away,4,0,75,25,75,50,75,100,75,0,3,1,3,2,3,4,3
France - Virtual,PFC,3:1,Home,4,50,25,25,75,50,75,100,75,2,1,1,3,2,3,4,3
France - Virtual,LYO,3:1,Home,4,25,25,50,50,25,50,75,50,1,1,2,2,1,2,3,2
France - Virtual,MET,3:1,Home,4,75,25,0,100,50,50,100,50,3,1,0,4,2,2,4,2
France - Virtual,TOU,3:1,Home,4,25,50,25,75,50,25,50,50,1,2,1,3,2,1,2,2
France - Virtual,PFC,0:3,Away,4,100,0,0,100,50,50,50,100,4,0,0,4,2,2,2,4
France - Virtual,OLM,0:3,Away,4,50,50,0,50,0,0,50,50,2,2,0,2,0,0,2,2
France - Virtual,LIL,0:3,Away,4,25,0,75,75,50,75,75,75,1,0,3,3,2,3,3,3
France - Virtual,AMO,0:3,Home,4,50,50,0,75,75,25,50,75,2,2,0,3,3,1,2,3
France - Virtual,REN,0:3,Home,4,100,0,0,50,25,25,100,25,4,0,0,2,1,1,4,1
France - Virtual,LEH,3:0,Away,4,50,0,50,75,50,50,50,75,2,0,2,3,2,2,2,3
France - Virtual,LEH,3:0,Home,4,50,0,50,100,75,50,100,50,2,0,2,4,3,2,4,2
France - Virtual,ANG,3:0,Home,4,25,50,25,75,75,50,50,75,1,2,1,3,3,2,2,3
France - Virtual,AUX,4:1,Home,4,50,25,25,100,100,100,100,100,2,1,1,4,4,4,4,4
France - Virtual,LEN,4:1,Home,4,75,25,0,75,50,50,75,75,3,1,0,3,2,2,3,3
France - Virtual,LYO,4:1,Home,4,75,0,25,100,75,75,100,75,3,0,1,4,3,3,4,3
France - Virtual,MET,4:1,Home,4,25,50,25,75,50,75,75,100,1,2,1,3,2,3,3,4
France - Virtual,LIL,4:1,Home,4,50,0,50,50,50,50,75,50,2,0,2,2,2,2,3,2
France - Virtual,NCE,2:2,Away,4,0,50,50,50,0,25,50,50,0,2,2,2,0,1,2,2
France - Virtual,REN,2:2,Home,4,50,50,0,100,100,100,100,100,2,2,0,4,4,4,4,4
France - Virtual,LYO,2:2,Home,4,50,25,25,50,25,50,100,50,2,1,1,2,1,2,4,2
France - Virtual,TOU,2:2,Home,4,25,75,0,75,75,50,50,100,1,3,0,3,3,2,2,4
France - Virtual,ANG,2:2,Home,4,50,50,0,75,75,75,75,100,2,2,0,3,3,3,3,4
France - Virtual,AMO,1:4,Away,4,25,50,25,100,75,100,100,100,1,2,1,4,3,4,4,4
France - Virtual,LYO,1:4,Away,4,0,50,50,50,25,50,100,50,0,2,2,2,1,2,4,2
France - Virtual,PFC,2:3,Away,4,50,50,0,75,50,50,75,75,2,2,0,3,2,2,3,3
France - Virtual,ANG,2:3,Away,4,25,75,0,75,75,50,75,75,1,3,0,3,3,2,3,3
France - Virtual,AUX,2:3,Home,4,0,75,25,100,100,100,100,100,0,3,1,4,4,4,4,4
France - Virtual,NAN,2:3,Home,4,50,50,0,50,25,25,75,50,2,2,0,2,1,1,3,2
France - Virtual,STR,2:3,Home,4,0,50,50,75,25,25,50,50,0,2,2,3,1,1,2,2
France - Virtual,TOU,2:1,Home,4,50,50,0,75,50,25,50,75,2,2,0,3,2,1,2,3
France - Virtual,LYO,0:4,Away,4,100,0,0,50,25,25,25,100,4,0,0,2,1,1,1,4
France - Virtual,AUX,3:2,Home,4,25,75,0,75,0,0,50,50,1,3,0,3,0,0,2,2
France - Virtual,REN,3:2,Home,4,50,0,50,75,50,75,100,75,2,0,2,3,2,3,4,3
France - Virtual,MET,3:2,Home,4,75,25,0,75,50,50,100,50,3,1,0,3,2,2,4,2
France - Virtual,NCE,4:2,Away,4,25,75,0,75,75,75,100,75,1,3,0,3,3,3,4,3
France - Virtual,NCE,3:3,Away,4,25,50,25,100,25,50,75,75,1,2,1,4,1,2,3,3
France - Virtual,NAN,3:3,Home,4,50,25,25,100,25,50,75,75,2,1,1,4,1,2,3,3
